pair_id,a_age,a_education,a_location,a_career_field,a_career_ambition,a_openness,a_extraversion,a_agreeableness,a_conscientiousness,a_chronotype,a_spontaneity,a_love_language,a_emotional_expressiveness,b_age,b_education,b_location,b_career_field,b_career_ambition,b_openness,b_extraversion,b_agreeableness,b_conscientiousness,b_chronotype,b_spontaneity,b_love_language,b_emotional_expressiveness,compatibility_score,compatible,relationship_longevity_months
3646,51,1,Suburban,Creative Arts,0.49,0.27,0.45,0.38,0.68,0.31,0.34,Quality Time,0.23,47,3,Rural,Entrepreneurship,0.32,0.63,0.71,0.41,0.92,0.56,0.35,Quality Time,0.68,67.0,1,53
3647,39,4,Suburban,Engineering,0.43,0.81,0.46,0.49,0.69,0.27,0.36,Quality Time,0.8,24,4,Suburban,Education,0.7,0.56,0.57,0.89,0.35,0.92,0.7,Quality Time,0.23,54.1,0,90
3648,20,2,Urban,Creative Arts,0.58,0.27,0.53,0.18,0.55,0.47,0.58,Receiving Gifts,0.23,28,2,Suburban,Education,0.26,0.18,0.2,0.27,0.93,0.81,0.18,Physical Touch,0.33,55.1,0,89
3649,23,4,Urban,Engineering,0.64,0.79,0.89,0.31,0.33,0.42,0.24,Physical Touch,0.58,26,2,Suburban,Marketing,0.46,0.48,0.49,0.45,0.44,0.26,0.43,Receiving Gifts,0.61,58.2,0,59
3650,32,1,Suburban,Finance,0.35,0.89,0.95,0.48,0.58,0.44,0.93,Acts of Service,0.09,42,3,Urban,Healthcare,0.47,0.12,0.19,0.43,0.64,0.62,0.62,Receiving Gifts,0.42,47.3,0,65
3651,44,4,Urban,Marketing,0.52,0.54,0.67,0.66,0.43,0.34,0.42,Words of Affirmation,0.28,22,3,Urban,Marketing,0.74,0.07,0.1,0.04,0.46,0.66,0.66,Acts of Service,0.64,40.4,0,37
3652,27,5,Suburban,Tech,0.62,0.29,0.7,0.76,0.64,0.31,0.14,Acts of Service,0.55,25,2,Rural,Education,0.53,0.63,0.4,0.25,0.86,0.22,0.47,Acts of Service,0.59,65.3,1,81
3653,26,3,Suburban,Law,0.72,0.34,0.44,0.73,0.57,0.52,0.18,Acts of Service,0.5,22,2,Urban,Marketing,0.24,0.61,0.6,0.44,0.73,0.51,0.74,Receiving Gifts,0.68,51.0,0,33
3654,50,3,Urban,Healthcare,0.51,0.27,0.6,0.71,0.57,0.37,0.57,Quality Time,0.27,34,2,Urban,Marketing,0.64,0.95,0.52,0.27,0.7,0.64,0.62,Physical Touch,0.29,57.2,0,90
3655,49,3,Urban,Healthcare,0.46,0.56,0.1,0.53,0.72,0.31,0.58,Receiving Gifts,0.26,22,2,Urban,Healthcare,0.48,0.7,0.91,0.3,0.75,0.3,0.23,Physical Touch,0.73,64.6,0,68
3656,23,5,Suburban,Creative Arts,0.61,0.57,0.22,0.25,0.36,0.21,0.78,Quality Time,0.83,46,3,Urban,Law,0.7,0.32,0.37,0.81,0.28,0.37,0.44,Acts of Service,0.85,64.6,0,77
3657,53,3,Urban,Tech,0.42,0.14,0.23,0.22,0.54,0.53,0.95,Words of Affirmation,0.47,29,5,Suburban,Tech,0.81,0.31,0.37,0.15,0.5,0.29,0.5,Quality Time,0.1,75.4,1,100
3658,19,1,Suburban,Entrepreneurship,0.46,0.72,0.57,0.56,0.66,0.71,0.45,Quality Time,0.48,44,3,Urban,Education,0.48,0.62,0.15,0.19,0.48,0.49,0.86,Acts of Service,0.82,47.1,0,68
3659,46,3,Suburban,Marketing,0.12,0.68,0.88,0.8,0.32,0.55,0.81,Words of Affirmation,0.57,54,3,Suburban,Finance,0.77,0.37,0.76,0.06,0.42,0.42,0.61,Physical Touch,0.57,75.0,1,72
3660,21,3,Urban,Tech,0.51,0.44,0.75,0.82,0.33,0.71,0.6,Quality Time,0.24,34,3,Suburban,Creative Arts,0.77,0.17,0.29,0.72,0.4,0.29,0.84,Physical Touch,0.79,49.8,0,52
3661,18,4,Rural,Creative Arts,0.72,0.38,0.54,0.23,0.33,0.06,0.7,Receiving Gifts,0.21,39,5,Urban,Science,0.71,0.58,0.38,0.75,0.86,0.46,0.16,Words of Affirmation,0.46,47.6,0,59
3662,36,2,Suburban,Marketing,0.42,0.63,0.7,0.32,0.56,0.59,0.56,Acts of Service,0.64,30,2,Suburban,Engineering,0.43,0.78,0.94,0.76,0.51,0.75,0.52,Acts of Service,0.22,65.9,1,78
3663,43,5,Urban,Law,0.58,0.66,0.7,0.41,0.53,0.67,0.59,Physical Touch,0.52,48,3,Urban,Engineering,0.26,0.03,0.34,0.34,0.4,0.24,0.31,Words of Affirmation,0.06,34.9,0,24
3664,42,4,Urban,Healthcare,0.51,0.39,0.28,0.08,0.8,0.64,0.7,Acts of Service,0.85,53,2,Urban,Science,0.29,0.57,0.42,0.49,0.24,0.2,0.73,Receiving Gifts,0.41,62.6,0,55
3665,27,2,Suburban,Creative Arts,0.21,0.86,0.12,0.24,0.75,0.51,0.38,Physical Touch,0.68,55,3,Urban,Education,0.35,0.85,0.69,0.21,0.77,0.14,0.63,Physical Touch,0.52,72.3,1,72
3666,32,3,Urban,Science,0.52,0.23,0.27,0.75,0.08,0.8,0.33,Words of Affirmation,0.66,20,2,Rural,Engineering,0.25,0.71,0.77,0.7,0.77,0.73,0.5,Words of Affirmation,0.95,56.9,0,72
3667,39,3,Suburban,Entrepreneurship,0.48,0.75,0.6,0.58,0.4,0.87,0.57,Words of Affirmation,0.5,37,3,Urban,Law,0.65,0.35,0.36,0.42,0.23,0.68,0.9,Physical Touch,0.35,64.5,0,71
3668,38,1,Suburban,Creative Arts,0.64,0.72,0.56,0.54,0.14,0.15,0.51,Receiving Gifts,0.79,19,2,Urban,Marketing,0.73,0.6,0.74,0.24,0.47,0.14,0.7,Acts of Service,0.7,52.3,0,47
3669,39,3,Urban,Tech,0.45,0.46,0.77,0.25,0.53,0.7,0.65,Physical Touch,0.72,51,3,Urban,Entrepreneurship,0.17,0.68,0.24,0.34,0.44,0.42,0.7,Words of Affirmation,0.35,63.0,0,64
3670,53,3,Urban,Finance,0.1,0.49,0.76,0.4,0.27,0.52,0.86,Acts of Service,0.94,27,4,Suburban,Creative Arts,0.47,0.73,0.73,0.47,0.68,0.63,0.82,Receiving Gifts,0.37,55.6,0,58
3671,51,2,Urban,Entrepreneurship,0.35,0.45,0.52,0.54,0.81,0.44,0.89,Physical Touch,0.26,46,5,Urban,Education,0.54,0.52,0.3,0.17,0.45,0.63,0.41,Physical Touch,0.77,54.2,0,37
3672,47,3,Urban,Engineering,0.45,0.2,0.25,0.67,0.56,0.38,0.73,Quality Time,0.37,29,2,Suburban,Marketing,0.56,0.17,0.2,0.56,0.38,0.54,0.6,Physical Touch,0.0,73.7,1,92
3673,42,1,Rural,Science,0.32,0.63,0.9,0.28,0.16,0.49,0.45,Physical Touch,0.76,49,4,Urban,Finance,0.44,0.37,0.78,0.08,0.54,0.14,0.9,Acts of Service,0.49,45.2,0,74
3674,45,5,Urban,Finance,0.53,0.85,0.17,0.53,0.64,0.54,0.63,Physical Touch,0.85,30,3,Rural,Engineering,0.66,0.65,0.83,0.36,0.8,0.81,0.17,Receiving Gifts,0.9,59.7,0,46
3675,18,1,Suburban,Marketing,0.01,0.65,0.8,0.85,0.43,0.01,0.35,Receiving Gifts,0.21,33,5,Urban,Science,0.75,0.53,0.7,0.53,0.93,0.46,0.22,Words of Affirmation,0.43,39.7,0,30
3676,21,2,Urban,Engineering,0.66,0.25,0.42,0.33,0.56,0.2,0.43,Receiving Gifts,0.76,52,1,Suburban,Healthcare,0.3,0.8,0.63,0.78,0.95,0.45,0.59,Receiving Gifts,0.33,59.6,0,59
3677,24,5,Urban,Tech,0.64,0.15,0.92,0.35,0.49,0.51,0.53,Receiving Gifts,0.25,36,3,Rural,Healthcare,0.68,0.61,0.48,0.27,0.58,0.62,0.19,Receiving Gifts,0.79,72.6,1,69
3678,26,3,Suburban,Education,0.46,0.68,0.51,0.33,0.49,0.34,0.54,Words of Affirmation,0.4,36,3,Rural,Finance,0.49,0.37,0.45,0.6,0.24,0.57,0.84,Receiving Gifts,0.48,64.1,0,52
3679,53,4,Suburban,Science,0.66,0.57,0.3,0.64,0.58,0.16,0.12,Physical Touch,0.8,43,3,Urban,Healthcare,0.59,0.91,0.65,0.79,0.5,0.6,0.39,Receiving Gifts,0.62,72.3,1,71
3680,36,2,Suburban,Healthcare,0.26,0.17,0.34,0.83,0.42,0.43,0.38,Acts of Service,0.59,54,5,Suburban,Creative Arts,0.68,0.58,0.44,0.19,0.75,0.86,0.68,Words of Affirmation,0.65,47.7,0,16
3681,18,1,Suburban,Engineering,0.29,0.26,0.28,0.67,0.52,0.79,0.87,Physical Touch,0.59,30,1,Suburban,Science,0.34,0.34,0.33,0.53,0.49,0.68,0.25,Physical Touch,0.27,81.1,1,78
3682,27,2,Suburban,Entrepreneurship,0.14,0.91,0.65,0.38,0.34,0.5,0.38,Acts of Service,0.5,38,3,Urban,Entrepreneurship,0.71,0.11,0.6,0.63,0.15,0.38,0.77,Physical Touch,0.44,61.1,0,81
3683,53,5,Urban,Science,0.95,0.78,0.4,0.44,0.5,0.31,0.55,Receiving Gifts,0.2,25,5,Urban,Entrepreneurship,0.73,0.37,0.72,0.43,0.87,0.84,0.8,Quality Time,0.57,55.1,0,81
3684,26,1,Urban,Finance,0.2,0.25,0.32,0.51,0.4,0.48,0.33,Receiving Gifts,0.2,52,2,Suburban,Marketing,0.47,0.09,0.26,0.48,0.31,0.45,0.32,Words of Affirmation,0.31,77.7,1,91
3685,49,3,Urban,Engineering,0.34,0.7,0.27,0.32,0.64,0.81,0.76,Quality Time,0.32,34,2,Urban,Education,0.08,0.62,0.62,0.54,0.49,0.22,0.15,Words of Affirmation,0.72,56.8,0,71
3686,49,3,Suburban,Law,0.31,0.64,0.45,0.75,0.48,0.79,0.63,Physical Touch,0.76,48,3,Urban,Marketing,0.35,0.6,0.59,0.71,0.36,0.51,0.54,Quality Time,0.45,91.2,1,120
3687,23,4,Rural,Healthcare,0.59,0.83,0.37,0.75,0.36,0.12,0.54,Words of Affirmation,0.08,18,2,Rural,Engineering,0.24,0.59,0.35,0.38,0.63,0.51,0.84,Receiving Gifts,0.45,77.8,1,54
3688,55,2,Suburban,Marketing,0.26,0.4,0.48,0.58,0.3,0.23,0.05,Quality Time,0.85,43,3,Rural,Entrepreneurship,0.51,0.25,0.5,0.43,0.61,0.28,0.65,Words of Affirmation,0.53,57.6,0,62
3689,34,1,Urban,Entrepreneurship,0.33,0.1,0.76,0.86,0.53,0.34,0.75,Acts of Service,0.83,45,1,Suburban,Science,0.4,0.36,0.45,0.78,0.35,0.53,0.12,Words of Affirmation,0.85,59.1,0,80
3690,27,4,Rural,Tech,0.65,0.7,0.3,0.44,0.23,0.52,0.95,Receiving Gifts,0.61,39,4,Urban,Tech,0.64,0.37,0.25,0.34,0.09,0.87,0.73,Physical Touch,0.84,64.7,0,82
3691,44,3,Urban,Entrepreneurship,0.4,0.64,0.3,0.7,0.62,0.65,0.52,Receiving Gifts,0.2,24,3,Rural,Tech,0.39,0.78,0.52,0.43,0.68,0.57,0.53,Physical Touch,0.61,73.8,1,120
3692,52,3,Suburban,Law,0.57,0.67,0.6,0.3,0.58,0.77,0.71,Acts of Service,0.83,30,5,Suburban,Creative Arts,0.49,0.45,0.59,0.7,0.84,0.39,0.25,Quality Time,0.52,57.6,0,51
3693,38,2,Urban,Engineering,0.34,0.29,0.79,0.59,0.82,0.49,0.67,Receiving Gifts,0.69,37,1,Urban,Entrepreneurship,0.1,0.56,0.23,0.47,0.39,0.84,0.26,Receiving Gifts,0.48,63.9,0,82
3694,42,4,Urban,Science,0.74,0.38,0.08,0.16,0.72,0.58,0.19,Words of Affirmation,0.9,27,4,Urban,Finance,0.48,0.31,0.08,0.19,0.35,0.88,0.71,Acts of Service,0.23,59.1,0,69
3695,45,2,Urban,Healthcare,0.4,0.67,0.41,0.36,0.26,0.18,0.83,Receiving Gifts,0.06,40,5,Urban,Creative Arts,0.58,0.51,0.55,0.65,0.82,0.38,0.68,Acts of Service,0.93,68.6,1,75
3696,32,2,Suburban,Education,0.38,0.75,0.79,0.29,0.68,0.79,0.42,Quality Time,0.55,28,1,Suburban,Engineering,0.45,0.11,0.75,0.43,0.77,0.8,0.3,Receiving Gifts,0.81,69.3,1,96
3697,21,1,Urban,Healthcare,0.37,0.2,0.85,0.24,0.32,0.65,0.21,Receiving Gifts,0.4,42,2,Urban,Law,0.38,0.09,0.41,0.59,0.89,0.62,0.76,Receiving Gifts,0.44,98.1,1,120
3698,46,1,Urban,Tech,0.29,0.48,0.25,0.49,0.47,0.44,0.89,Quality Time,0.1,21,3,Urban,Law,0.39,0.54,0.55,0.83,0.33,0.27,0.74,Quality Time,0.86,74.9,1,74
3699,26,4,Suburban,Law,0.56,0.45,0.38,0.49,0.32,0.5,0.54,Quality Time,0.54,26,3,Rural,Entrepreneurship,0.74,0.29,0.61,0.32,0.39,0.44,0.81,Receiving Gifts,0.12,69.8,1,63
3700,44,4,Urban,Finance,0.63,0.35,0.23,0.66,0.22,0.63,0.29,Acts of Service,0.71,19,5,Urban,Tech,0.56,0.21,0.68,0.89,0.19,0.25,1.0,Receiving Gifts,0.93,66.5,1,85
3701,43,2,Suburban,Engineering,0.7,0.81,0.85,0.75,0.26,0.25,0.34,Physical Touch,0.36,53,2,Suburban,Law,0.54,0.19,0.9,0.61,0.34,0.77,0.31,Receiving Gifts,0.5,46.2,0,43
3702,36,4,Urban,Engineering,0.3,0.48,0.25,0.86,0.78,0.27,0.7,Physical Touch,0.21,32,4,Urban,Education,0.78,0.63,0.59,0.3,0.19,0.38,1.0,Words of Affirmation,0.4,48.9,0,70
3703,45,3,Rural,Tech,0.79,0.43,0.25,0.89,0.3,0.53,0.12,Receiving Gifts,0.11,46,3,Suburban,Science,0.37,0.57,0.94,0.33,0.47,0.6,0.79,Quality Time,0.21,54.9,0,52
3704,34,3,Suburban,Engineering,0.88,0.6,0.35,0.28,0.48,0.19,0.4,Words of Affirmation,0.85,44,4,Suburban,Education,0.64,0.84,0.78,0.8,0.37,0.48,0.17,Receiving Gifts,0.71,66.3,1,68
3705,37,1,Suburban,Engineering,0.24,0.63,0.44,0.42,0.71,0.51,0.46,Words of Affirmation,0.69,48,4,Urban,Science,0.4,0.2,0.41,0.14,0.38,0.26,0.58,Words of Affirmation,0.44,87.3,1,111
3706,40,3,Suburban,Marketing,0.76,0.29,0.59,0.37,0.2,0.78,0.47,Receiving Gifts,0.54,32,3,Urban,Creative Arts,0.24,0.86,0.9,0.28,0.85,0.67,0.41,Acts of Service,0.9,63.9,0,103
3707,49,4,Urban,Engineering,0.72,0.56,0.52,0.44,0.41,0.48,0.51,Receiving Gifts,0.57,45,4,Urban,Entrepreneurship,0.77,0.37,0.51,0.32,0.91,0.63,0.61,Words of Affirmation,0.77,66.0,1,42
3708,50,3,Rural,Entrepreneurship,0.33,0.42,0.76,0.46,0.75,0.31,0.86,Words of Affirmation,0.58,18,4,Urban,Entrepreneurship,0.54,0.69,0.71,0.2,0.38,0.64,0.23,Receiving Gifts,0.44,55.4,0,43
3709,22,3,Urban,Science,0.56,0.88,0.62,0.54,0.5,0.24,0.59,Quality Time,0.81,31,2,Suburban,Science,0.26,0.61,0.47,0.23,0.46,0.77,0.21,Receiving Gifts,0.39,55.4,0,78
3710,51,4,Suburban,Entrepreneurship,0.45,0.64,0.53,0.73,0.54,0.46,0.9,Physical Touch,0.45,24,3,Rural,Education,0.38,0.72,0.19,0.58,0.56,0.28,0.62,Acts of Service,0.43,67.6,1,65
3711,28,2,Urban,Engineering,0.57,0.21,0.68,0.24,0.58,0.2,0.77,Quality Time,0.4,55,1,Urban,Entrepreneurship,0.4,0.49,0.32,0.43,0.16,0.75,0.72,Words of Affirmation,0.35,71.8,1,52
3712,20,2,Urban,Law,0.51,0.54,0.52,0.78,0.24,0.71,0.51,Quality Time,0.68,42,2,Suburban,Healthcare,0.18,0.86,0.35,0.69,0.78,0.78,0.39,Words of Affirmation,0.63,54.8,0,30
3713,50,3,Urban,Tech,0.27,0.6,0.32,0.56,0.22,0.72,0.96,Words of Affirmation,0.22,49,1,Suburban,Marketing,0.17,0.71,0.42,0.34,0.59,0.15,0.44,Quality Time,0.55,74.2,1,91
3714,28,3,Suburban,Marketing,0.68,0.36,0.76,0.39,0.69,0.71,0.38,Receiving Gifts,1.0,53,4,Rural,Education,0.71,0.76,0.07,0.6,0.32,0.38,0.89,Words of Affirmation,0.2,54.2,0,29
3715,33,5,Rural,Entrepreneurship,0.49,0.28,0.63,0.68,0.51,0.49,0.78,Acts of Service,0.09,20,3,Urban,Marketing,0.39,0.27,0.68,0.61,0.3,0.63,0.71,Acts of Service,0.36,78.8,1,96
3716,35,2,Suburban,Entrepreneurship,0.44,0.27,0.12,0.59,0.55,0.63,0.88,Receiving Gifts,0.13,27,5,Urban,Law,0.4,0.36,0.33,0.78,0.77,0.31,0.09,Acts of Service,0.66,59.2,0,54
3717,47,2,Suburban,Law,0.52,0.27,0.1,0.39,0.59,0.55,0.18,Physical Touch,0.57,31,3,Suburban,Education,0.61,0.76,0.5,0.27,0.77,0.33,0.25,Physical Touch,0.76,68.9,1,69
3718,27,3,Suburban,Science,0.53,0.74,0.46,0.8,0.22,0.5,0.54,Quality Time,0.6,42,3,Urban,Healthcare,0.51,0.73,0.82,0.5,0.44,0.7,0.79,Receiving Gifts,0.46,71.5,1,92
3719,35,3,Urban,Education,0.69,0.66,0.38,0.48,0.5,0.46,0.63,Acts of Service,0.5,41,1,Rural,Tech,0.47,0.8,0.49,0.39,0.35,0.39,0.38,Physical Touch,0.39,76.5,1,108
3720,55,5,Suburban,Entrepreneurship,0.37,0.55,0.69,0.59,0.88,0.45,0.53,Acts of Service,0.63,53,5,Rural,Healthcare,0.79,0.85,0.27,0.56,0.22,0.27,0.44,Words of Affirmation,0.74,49.4,0,55
3721,36,5,Suburban,Marketing,0.42,0.6,0.27,0.8,0.28,0.38,0.74,Quality Time,0.49,51,3,Urban,Tech,0.33,0.08,0.67,0.33,0.07,0.22,0.24,Acts of Service,0.07,51.0,0,57
3722,53,3,Suburban,Law,0.61,0.76,0.74,0.39,0.48,0.28,0.56,Receiving Gifts,0.91,24,5,Urban,Tech,0.67,0.82,0.88,0.54,0.55,0.24,0.27,Receiving Gifts,0.42,70.5,1,76
3723,30,3,Suburban,Tech,0.41,0.76,0.33,0.92,0.6,0.4,0.5,Words of Affirmation,0.35,24,1,Rural,Law,0.42,0.86,0.19,0.51,0.63,0.65,0.45,Acts of Service,0.8,61.8,0,68
3724,20,3,Urban,Tech,0.65,0.82,0.87,0.68,0.5,0.55,0.08,Physical Touch,0.68,24,2,Suburban,Healthcare,0.43,0.71,0.52,0.38,0.32,0.88,0.5,Words of Affirmation,0.53,53.7,0,28
3725,27,4,Suburban,Law,0.37,0.49,0.42,0.4,0.7,0.74,0.11,Words of Affirmation,0.88,38,1,Suburban,Science,0.48,0.4,0.33,0.48,0.52,0.54,0.47,Words of Affirmation,0.59,68.3,1,59
3726,55,3,Urban,Tech,0.42,0.22,0.46,0.64,0.48,0.29,0.43,Physical Touch,0.15,25,3,Urban,Healthcare,0.35,0.27,0.18,0.18,0.65,0.77,0.9,Quality Time,0.47,64.0,0,81
3727,18,2,Suburban,Engineering,0.28,0.55,0.19,0.51,0.43,0.52,0.86,Acts of Service,0.87,44,4,Urban,Tech,0.33,0.16,0.3,0.88,0.51,0.27,0.48,Receiving Gifts,0.36,47.8,0,54
3728,44,4,Suburban,Marketing,0.61,0.33,0.18,0.29,0.4,0.8,0.63,Receiving Gifts,0.52,37,3,Urban,Education,0.54,0.61,0.85,0.91,0.15,0.55,0.1,Physical Touch,0.46,62.2,0,22
3729,25,5,Suburban,Healthcare,0.98,0.81,0.47,0.55,0.44,0.83,0.48,Words of Affirmation,0.54,31,4,Urban,Tech,0.33,0.44,0.75,0.69,0.34,0.42,0.09,Receiving Gifts,0.67,48.4,0,26
3730,34,4,Urban,Entrepreneurship,0.72,0.62,0.71,0.54,0.5,0.69,0.49,Acts of Service,0.59,30,3,Suburban,Marketing,0.48,0.06,0.58,0.81,0.65,0.34,0.37,Physical Touch,0.3,58.2,0,28
3731,26,2,Urban,Entrepreneurship,0.67,0.04,0.17,0.38,0.69,0.73,0.41,Receiving Gifts,0.68,54,5,Urban,Science,0.81,0.45,0.38,0.51,0.36,0.78,0.68,Quality Time,0.53,78.3,1,79
3732,23,4,Suburban,Law,0.76,0.62,0.12,0.55,0.5,0.82,0.47,Receiving Gifts,0.14,20,3,Urban,Science,0.7,0.54,0.87,0.84,0.53,0.26,0.32,Physical Touch,0.33,56.1,0,72
3733,42,5,Rural,Marketing,0.59,0.46,0.24,0.72,0.33,0.59,0.28,Quality Time,0.48,41,1,Suburban,Finance,0.3,0.2,0.81,0.49,0.41,0.41,0.49,Quality Time,0.86,66.6,1,81
3734,45,3,Rural,Marketing,0.39,0.41,0.23,0.62,0.58,0.18,0.33,Quality Time,0.89,48,2,Urban,Engineering,0.6,0.4,0.64,0.36,0.43,0.68,0.83,Physical Touch,0.86,64.2,0,66
3735,50,2,Urban,Marketing,0.53,0.65,0.51,0.58,0.48,0.34,0.65,Physical Touch,0.54,31,1,Urban,Education,0.26,0.55,0.33,0.46,0.21,0.49,0.31,Quality Time,0.21,55.6,0,27
3736,54,1,Urban,Law,0.33,0.75,0.2,0.15,0.62,0.4,0.25,Words of Affirmation,0.12,49,3,Urban,Marketing,0.42,0.36,0.43,0.6,0.83,0.3,0.19,Receiving Gifts,0.62,73.2,1,84
3737,26,3,Suburban,Healthcare,0.29,0.53,0.79,0.56,0.44,0.73,0.72,Acts of Service,0.85,33,2,Suburban,Science,0.57,0.88,0.14,0.22,0.62,0.41,0.53,Words of Affirmation,0.42,73.6,1,63
3738,35,3,Urban,Creative Arts,0.68,0.35,0.76,0.45,0.54,0.16,0.28,Quality Time,0.7,35,2,Urban,Marketing,0.51,0.81,0.12,0.05,0.6,0.68,0.72,Acts of Service,0.02,56.9,0,60
3739,38,5,Urban,Marketing,0.56,0.65,0.28,0.92,0.25,0.84,0.82,Physical Touch,0.73,18,3,Suburban,Finance,0.42,0.41,0.32,0.65,0.38,0.63,0.82,Quality Time,0.91,80.6,1,96
3740,19,3,Urban,Creative Arts,0.7,0.61,0.93,0.63,0.64,0.81,0.3,Physical Touch,0.74,41,5,Urban,Engineering,0.54,0.65,0.56,0.56,0.6,0.54,0.55,Receiving Gifts,0.57,67.9,1,40
3741,55,2,Urban,Entrepreneurship,0.57,0.88,0.26,0.38,0.6,0.63,0.39,Words of Affirmation,0.71,49,1,Urban,Education,0.51,0.82,0.23,0.57,0.61,0.69,0.79,Quality Time,0.62,75.7,1,97
3742,53,3,Suburban,Law,0.42,0.63,0.67,0.73,0.6,0.53,0.51,Words of Affirmation,0.33,33,2,Suburban,Finance,0.73,0.79,0.44,0.71,0.45,0.27,0.62,Quality Time,0.48,57.5,0,76
3743,54,1,Rural,Tech,0.47,0.44,0.34,0.66,0.35,0.2,0.84,Physical Touch,0.43,24,2,Urban,Tech,0.39,0.29,0.16,0.77,0.43,0.2,0.71,Acts of Service,0.29,69.4,1,52
3744,32,2,Suburban,Entrepreneurship,0.56,0.33,0.51,0.9,0.7,0.42,0.81,Physical Touch,0.44,23,1,Rural,Creative Arts,0.38,0.25,0.63,0.86,0.5,0.76,0.55,Words of Affirmation,0.66,54.6,0,56
3745,45,4,Urban,Education,0.65,0.59,0.58,0.12,0.68,0.74,0.46,Quality Time,0.28,45,4,Rural,Education,0.56,0.61,0.7,0.51,0.35,0.5,0.66,Quality Time,0.76,78.6,1,94
3746,35,2,Suburban,Entrepreneurship,0.31,0.43,0.17,0.49,0.74,0.38,0.15,Words of Affirmation,0.3,49,2,Rural,Healthcare,0.58,0.73,0.49,0.67,0.09,0.22,0.35,Quality Time,0.41,54.3,0,46
3747,51,1,Rural,Engineering,0.37,0.49,0.5,0.77,0.28,0.82,0.31,Receiving Gifts,0.41,36,3,Urban,Finance,0.68,0.03,0.48,0.91,0.73,0.57,0.56,Physical Touch,0.32,56.4,0,76
3748,39,3,Urban,Entrepreneurship,0.68,0.03,0.05,0.53,0.1,0.28,0.39,Acts of Service,0.81,24,4,Suburban,Engineering,0.61,0.76,0.55,0.78,0.8,0.28,0.42,Physical Touch,0.39,57.2,0,38
3749,28,3,Urban,Healthcare,0.7,0.12,0.62,0.61,0.88,0.47,0.67,Acts of Service,0.23,23,4,Urban,Finance,0.57,0.6,0.18,0.57,0.18,0.63,0.48,Quality Time,0.86,64.0,0,47
3750,30,4,Suburban,Tech,0.84,0.79,0.39,0.51,0.89,0.52,0.71,Words of Affirmation,0.41,42,1,Urban,Engineering,0.31,0.44,0.64,0.74,0.09,0.4,0.57,Words of Affirmation,0.53,69.0,1,117
3751,21,2,Rural,Finance,0.55,0.48,0.81,0.13,0.59,0.85,0.17,Words of Affirmation,0.75,18,4,Urban,Entrepreneurship,0.65,0.75,0.72,0.55,0.88,0.54,0.4,Acts of Service,0.37,71.4,1,43
3752,39,3,Urban,Science,0.73,0.52,0.67,0.54,0.27,0.51,0.58,Acts of Service,0.39,21,4,Urban,Law,0.64,0.71,0.9,0.51,0.5,0.83,0.52,Quality Time,0.43,76.5,1,110
3753,24,3,Urban,Education,0.41,0.95,0.4,0.62,0.6,0.83,0.34,Quality Time,0.29,33,5,Urban,Education,0.45,0.78,0.72,0.39,0.56,0.54,0.46,Receiving Gifts,0.45,80.0,1,104
3754,41,1,Suburban,Tech,0.43,0.39,0.41,0.49,0.27,0.38,0.64,Words of Affirmation,0.51,30,3,Urban,Marketing,0.51,0.44,0.67,0.69,0.64,0.08,0.37,Quality Time,0.2,64.6,0,42
3755,21,2,Urban,Marketing,0.53,0.61,0.53,0.46,0.55,0.12,0.46,Acts of Service,0.62,45,2,Rural,Law,0.23,0.25,0.51,0.63,0.29,0.59,0.31,Receiving Gifts,0.3,52.2,0,86
3756,45,3,Urban,Law,0.57,0.1,0.56,0.29,0.69,0.95,0.54,Receiving Gifts,0.78,34,3,Urban,Tech,0.44,0.17,0.69,0.25,0.25,0.38,0.88,Quality Time,0.31,47.9,0,16
3757,32,2,Urban,Engineering,0.4,0.73,0.73,0.37,0.18,0.87,0.6,Receiving Gifts,0.12,39,4,Suburban,Marketing,0.61,0.29,0.73,0.91,0.11,0.15,0.27,Receiving Gifts,0.19,73.4,1,62
3758,18,3,Suburban,Science,0.66,0.75,0.37,0.37,0.15,0.38,0.6,Words of Affirmation,0.39,45,3,Urban,Finance,0.44,0.31,0.0,0.36,0.86,0.49,0.42,Words of Affirmation,0.28,65.9,1,73
3759,20,3,Urban,Education,0.41,0.16,0.28,0.27,0.9,0.88,0.66,Words of Affirmation,0.4,40,4,Urban,Engineering,0.77,0.07,0.11,0.29,0.64,0.58,0.84,Words of Affirmation,0.24,71.2,1,75
3760,31,3,Urban,Law,0.49,0.53,0.91,0.54,0.93,0.73,0.25,Physical Touch,0.23,47,2,Suburban,Creative Arts,0.29,0.59,0.48,0.32,0.52,0.18,0.51,Receiving Gifts,0.4,52.8,0,55
3761,55,4,Urban,Engineering,0.71,0.42,0.79,0.76,0.66,0.78,0.49,Physical Touch,0.55,52,3,Urban,Creative Arts,0.3,0.31,0.13,0.32,0.25,0.56,0.27,Receiving Gifts,0.69,50.3,0,47
3762,18,3,Urban,Creative Arts,0.36,0.88,0.7,0.82,0.15,0.2,0.29,Physical Touch,0.87,40,4,Urban,Science,0.74,0.68,0.54,0.34,0.18,0.52,1.0,Words of Affirmation,0.58,53.8,0,25
